extract_schema_from_file_name,def,sys,extract_schema_from_file_name,FUNCTION,varchar,64,256,,,,utf8mb4,utf8mb4_0900_ai_ci,varchar(64),SQL,"BEGIN RETURN LEFT(SUBSTRING_INDEX(SUBSTRING_INDEX(REPLACE(path, '\', '/'), '/', -2), '/', 1), 64); END",,SQL,SQL,YES,NO SQL,,INVOKER,2019-10-12 13:29:25,2019-10-12 13:29:25,"ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION","
 Description
 
 Takes a raw file path, and attempts to extract the schema name from it.
 
 Useful for when interacting with Performance Schema data 
 concerning IO statistics, for example.
 
 Currently relies on the fact that a table data file will be within a 
 specified database directory (will not work with partitions or tables
 that specify an individual DATA_DIRECTORY).
 
 Parameters
 
 path (VARCHAR(512)):
 The full file path to a data file to extract the schema name from.
 
 Returns
 
 VARCHAR(64)
 
 Example
 
 mysql> SELECT sys.extract_schema_from_file_name('/var/lib/mysql/employees/employee.ibd');
 +----------------------------------------------------------------------------+
 | sys.extract_schema_from_file_name('/var/lib/mysql/employees/employee.ibd') |
 +----------------------------------------------------------------------------+
 | employees                                                                  |
 +----------------------------------------------------------------------------+
 1 row in set (0.00 sec)
 ",mysql.sys@localhost,utf8mb4,utf8mb4_0900_ai_ci,utf8mb4_0900_ai_ci
extract_table_from_file_name,def,sys,extract_table_from_file_name,FUNCTION,varchar,64,256,,,,utf8mb4,utf8mb4_0900_ai_ci,varchar(64),SQL,"BEGIN RETURN LEFT(SUBSTRING_INDEX(REPLACE(SUBSTRING_INDEX(REPLACE(path, '\', '/'), '/', -1), '@0024', '$'), '.', 1), 64); END",,SQL,SQL,YES,NO SQL,,INVOKER,2019-10-12 13:29:25,2019-10-12 13:29:25,"ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION","
 Description
 
 Takes a raw file path, and extracts the table name from it.
 
 Useful for when interacting with Performance Schema data 
 concerning IO statistics, for example.
 
 Parameters
 
 path (VARCHAR(512)):
 The full file path to a data file to extract the table name from.
 
 Returns
 
 VARCHAR(64)
 
 Example
 
 mysql> SELECT sys.extract_table_from_file_name('/var/lib/mysql/employees/employee.ibd');
 +---------------------------------------------------------------------------+
 | sys.extract_table_from_file_name('/var/lib/mysql/employees/employee.ibd') |
 +---------------------------------------------------------------------------+
 | employee                                                                  |
 +---------------------------------------------------------------------------+
 1 row in set (0.02 sec)
 ",mysql.sys@localhost,utf8mb4,utf8mb4_0900_ai_ci,utf8mb4_0900_ai_ci
format_bytes,def,sys,format_bytes,FUNCTION,text,65535,65535,,,,utf8mb4,utf8mb4_0900_ai_ci,text,SQL,"BEGIN IF bytes IS NULL THEN RETURN NULL; ELSEIF bytes >= 1125899906842624 THEN RETURN CONCAT(ROUND(bytes / 1125899906842624, 2), ' PiB'); ELSEIF bytes >= 1099511627776 THEN RETURN CONCAT(ROUND(bytes / 1099511627776, 2), ' TiB'); ELSEIF bytes >= 1073741824 THEN RETURN CONCAT(ROUND(bytes / 1073741824, 2), ' GiB'); ELSEIF bytes >= 1048576 THEN RETURN CONCAT(ROUND(bytes / 1048576, 2), ' MiB'); ELSEIF bytes >= 1024 THEN RETURN CONCAT(ROUND(bytes / 1024, 2), ' KiB'); ELSE RETURN CONCAT(ROUND(bytes, 0), ' bytes'); END IF; END",,SQL,SQL,YES,NO SQL,,INVOKER,2019-10-12 13:29:25,2019-10-12 13:29:25,"ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION","
 Description
 
 Takes a raw bytes value, and converts it to a human readable format.
 
 Parameters
 
 bytes (TEXT):
 A raw bytes value.
 
 Returns
 
 TEXT
 
 Example
 
 mysql> SELECT sys.format_bytes(2348723492723746) AS size;
 +----------+
 | size     |
 +----------+
 | 2.09 PiB |
 +----------+
 1 row in set (0.00 sec)
 
 mysql> SELECT sys.format_bytes(2348723492723) AS size;
 +----------+
 | size     |
 +----------+
 | 2.14 TiB |
 +----------+
 1 row in set (0.00 sec)
 
 mysql> SELECT sys.format_bytes(23487234) AS size;
 +-----------+
 | size      |
 +-----------+
 | 22.40 MiB |
 +-----------+
 1 row in set (0.00 sec)
 ",mysql.sys@localhost,utf8mb4,utf8mb4_0900_ai_ci,utf8mb4_0900_ai_ci
format_path,def,sys,format_path,FUNCTION,varchar,512,2048,,,,utf8mb4,utf8mb4_0900_ai_ci,varchar(512),SQL,"BEGIN DECLARE v_path VARCHAR(512); DECLARE v_undo_dir VARCHAR(1024);  DECLARE path_separator CHAR(1) DEFAULT '/';  IF @@global.version_compile_os LIKE 'win%' THEN SET path_separator = '\'; END IF;  IF in_path LIKE '/private/%' THEN SET v_path = REPLACE(in_path, '/private', ''); ELSE SET v_path = in_path; END IF;  SET v_undo_dir = IFNULL((SELECT VARIABLE_VALUE FROM performance_schema.global_variables WHERE VARIABLE_NAME = 'innodb_undo_directory'), '');  IF v_path IS NULL THEN RETURN NULL; ELSEIF v_path LIKE CONCAT(@@global.datadir, IF(SUBSTRING(@@global.datadir, -1) = path_separator, '%', CONCAT(path_separator, '%'))) ESCAPE '|' THEN SET v_path = REPLACE(v_path, @@global.datadir, CONCAT('@@datadir', IF(SUBSTRING(@@global.datadir, -1) = path_separator, path_separator, ''))); ELSEIF v_path LIKE CONCAT(@@global.tmpdir, IF(SUBSTRING(@@global.tmpdir, -1) = path_separator, '%', CONCAT(path_separator, '%'))) ESCAPE '|' THEN SET v_path = REPLACE(v_path, @@global.tmpdir, CONCAT('@@tmpdir', IF(SUBSTRING(@@global.tmpdir, -1) = path_separator, path_separator, ''))); ELSEIF v_path LIKE CONCAT(@@global.slave_load_tmpdir, IF(SUBSTRING(@@global.slave_load_tmpdir, -1) = path_separator, '%', CONCAT(path_separator, '%'))) ESCAPE '|' THEN SET v_path = REPLACE(v_path, @@global.slave_load_tmpdir, CONCAT('@@slave_load_tmpdir', IF(SUBSTRING(@@global.slave_load_tmpdir, -1) = path_separator, path_separator, ''))); ELSEIF v_path LIKE CONCAT(@@global.innodb_data_home_dir, IF(SUBSTRING(@@global.innodb_data_home_dir, -1) = path_separator, '%', CONCAT(path_separator, '%'))) ESCAPE '|' THEN SET v_path = REPLACE(v_path, @@global.innodb_data_home_dir, CONCAT('@@innodb_data_home_dir', IF(SUBSTRING(@@global.innodb_data_home_dir, -1) = path_separator, path_separator, ''))); ELSEIF v_path LIKE CONCAT(@@global.innodb_log_group_home_dir, IF(SUBSTRING(@@global.innodb_log_group_home_dir, -1) = path_separator, '%', CONCAT(path_separator, '%'))) ESCAPE '|' THEN SET v_path = REPLACE(v_path, @@global.innodb_log_group_home_dir, CONCAT('@@innodb_log_group_home_dir', IF(SUBSTRING(@@global.innodb_log_group_home_dir, -1) = path_separator, path_separator, ''))); ELSEIF v_path LIKE CONCAT(v_undo_dir, IF(SUBSTRING(v_undo_dir, -1) = path_separator, '%', CONCAT(path_separator, '%'))) ESCAPE '|' THEN SET v_path = REPLACE(v_path, v_undo_dir, CONCAT('@@innodb_undo_directory', IF(SUBSTRING(v_undo_dir, -1) = path_separator, path_separator, ''))); ELSEIF v_path LIKE CONCAT(@@global.basedir, IF(SUBSTRING(@@global.basedir, -1) = path_separator, '%', CONCAT(path_separator, '%'))) ESCAPE '|' THEN SET v_path = REPLACE(v_path, @@global.basedir, CONCAT('@@basedir', IF(SUBSTRING(@@global.basedir, -1) = path_separator, path_separator, ''))); END IF;  RETURN v_path; END",,SQL,SQL,YES,NO SQL,,INVOKER,2019-10-12 13:29:25,2019-10-12 13:29:25,"ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION","
 Description
 
 Takes a raw path value, and strips out the datadir or tmpdir
 replacing with @@datadir and @@tmpdir respectively.
 
 Also normalizes the paths across operating systems, so backslashes
 on Windows are converted to forward slashes
 
 Parameters
 
 path (VARCHAR(512)):
 The raw file path value to format.
 
 Returns
 
 VARCHAR(512) CHARSET UTF8MB4
 
 Example
 
 mysql> select @@datadir;
 +-----------------------------------------------+
 | @@datadir                                     |
 +-----------------------------------------------+
 | /Users/mark/sandboxes/SmallTree/AMaster/data/ |
 +-----------------------------------------------+
 1 row in set (0.06 sec)
 
 mysql> select format_path('/Users/mark/sandboxes/SmallTree/AMaster/data/mysql/proc.MYD') AS path;
 +--------------------------+
 | path                     |
 +--------------------------+
 | @@datadir/mysql/proc.MYD |
 +--------------------------+
 1 row in set (0.03 sec)
 ",mysql.sys@localhost,utf8mb4,utf8mb4_0900_ai_ci,utf8mb4_0900_ai_ci
format_statement,def,sys,format_statement,FUNCTION,longtext,4294967295,4294967295,,,,utf8mb4,utf8mb4_0900_ai_ci,longtext,SQL,"BEGIN IF @sys.statement_truncate_len IS NULL THEN SET @sys.statement_truncate_len = sys_get_config('statement_truncate_len', 64); END IF;  IF CHAR_LENGTH(statement) > @sys.statement_truncate_len THEN RETURN REPLACE(CONCAT(LEFT(statement, (@sys.statement_truncate_len/2)-2), ' ... ', RIGHT(statement, (@sys.statement_truncate_len/2)-2)), '
', ' '); ELSE  RETURN REPLACE(statement, '
', ' '); END IF; END",,SQL,SQL,YES,NO SQL,,INVOKER,2019-10-12 13:29:25,2019-10-12 13:29:25,"ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION","
 Description
 
 Formats a normalized statement, truncating it if it is > 64 characters long by default.
 
 To configure the length to truncate the statement to by default, update the `statement_truncate_len`
 variable with `sys_config` table to a different value. Alternatively, to change it just for just 
 your particular session, use `SET @sys.statement_truncate_len := <some new value>`.
 
 Useful for printing statement related data from Performance Schema from 
 the command line.
 
 Parameters
 
 statement (LONGTEXT): 
 The statement to format.
 
 Returns
 
 LONGTEXT
 
 Example
 
 mysql> SELECT sys.format_statement(digest_text)
 ->   FROM performance_schema.events_statements_summary_by_digest
 ->  ORDER by sum_timer_wait DESC limit 5;
 +-------------------------------------------------------------------+
 | sys.format_statement(digest_text)                                 |
 +-------------------------------------------------------------------+
 | CREATE SQL SECURITY INVOKER VI ... KE ? AND `variable_value` > ?  |
 | CREATE SQL SECURITY INVOKER VI ... ait` IS NOT NULL , `esc` . ... |
 | CREATE SQL SECURITY INVOKER VI ... ait` IS NOT NULL , `sys` . ... |
 | CREATE SQL SECURITY INVOKER VI ...  , `compressed_size` ) ) DESC  |
 | CREATE SQL SECURITY INVOKER VI ... LIKE ? ORDER BY `timer_start`  |
 +-------------------------------------------------------------------+
 5 rows in set (0.00 sec)
 ",mysql.sys@localhost,utf8mb4,utf8mb4_0900_ai_ci,utf8mb4_0900_ai_ci
format_time,def,sys,format_time,FUNCTION,text,65535,65535,,,,utf8mb4,utf8mb4_0900_ai_ci,text,SQL,"BEGIN IF picoseconds IS NULL THEN RETURN NULL; ELSEIF picoseconds >= 604800000000000000 THEN RETURN CONCAT(ROUND(picoseconds / 604800000000000000, 2), ' w'); ELSEIF picoseconds >= 86400000000000000 THEN RETURN CONCAT(ROUND(picoseconds / 86400000000000000, 2), ' d'); ELSEIF picoseconds >= 3600000000000000 THEN RETURN CONCAT(ROUND(picoseconds / 3600000000000000, 2), ' h'); ELSEIF picoseconds >= 60000000000000 THEN RETURN CONCAT(ROUND(picoseconds / 60000000000000, 2), ' m'); ELSEIF picoseconds >= 1000000000000 THEN RETURN CONCAT(ROUND(picoseconds / 1000000000000, 2), ' s'); ELSEIF picoseconds >= 1000000000 THEN RETURN CONCAT(ROUND(picoseconds / 1000000000, 2), ' ms'); ELSEIF picoseconds >= 1000000 THEN RETURN CONCAT(ROUND(picoseconds / 1000000, 2), ' us'); ELSEIF picoseconds >= 1000 THEN RETURN CONCAT(ROUND(picoseconds / 1000, 2), ' ns'); ELSE RETURN CONCAT(picoseconds, ' ps'); END IF; END",,SQL,SQL,YES,NO SQL,,INVOKER,2019-10-12 13:29:25,2019-10-12 13:29:25,"ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION","
 Description
 
 Takes a raw picoseconds value, and converts it to a human readable form.
 
 Picoseconds are the precision that all latency values are printed in
 within Performance Schema, however are not user friendly when wanting
 to scan output from the command line.
 
 Parameters
 
 picoseconds (TEXT):
 The raw picoseconds value to convert.
 
 Returns
 
 TEXT CHARSET UTF8MB4
 
 Example
 
 mysql> select format_time(342342342342345);
 +------------------------------+
 | format_time(342342342342345) |
 +------------------------------+
 | 00:05:42                     |
 +------------------------------+
 1 row in set (0.00 sec)
 
 mysql> select format_time(342342342);
 +------------------------+
 | format_time(342342342) |
 +------------------------+
 | 342.34 us              |
 +------------------------+
 1 row in set (0.00 sec)
 
 mysql> select format_time(34234);
 +--------------------+
 | format_time(34234) |
 +--------------------+
 | 34.23 ns           |
 +--------------------+
 1 row in set (0.00 sec)
 ",mysql.sys@localhost,utf8mb4,utf8mb4_0900_ai_ci,utf8mb4_0900_ai_ci
list_add,def,sys,list_add,FUNCTION,text,65535,65535,,,,utf8mb4,utf8mb4_0900_ai_ci,text,SQL,"BEGIN  IF (in_add_value IS NULL) THEN SIGNAL SQLSTATE '02200' SET MESSAGE_TEXT = 'Function sys.list_add: in_add_value input variable should not be NULL', MYSQL_ERRNO = 1138; END IF;  IF (in_list IS NULL OR LENGTH(in_list) = 0) THEN RETURN in_add_value; END IF;  RETURN (SELECT CONCAT(TRIM(BOTH ',' FROM TRIM(in_list)), ',', in_add_value));  END",,SQL,SQL,YES,CONTAINS SQL,,INVOKER,2019-10-12 13:29:25,2019-10-12 13:29:25,"ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION","
 Description
 
 Takes a list, and a value to add to the list, and returns the resulting list.
 
 Useful for altering certain session variables, like sql_mode or optimizer_switch for instance.
 
 Parameters
 
 in_list (TEXT):
 The comma separated list to add a value to
 
 in_add_value (TEXT):
 The value to add to the input list
 
 Returns
 
 TEXT
 
 Example
 
 mysql> select @@sql_mode;
 +-----------------------------------------------------------------------------------+
 | @@sql_mode                                                                        |
 +-----------------------------------------------------------------------------------+
 | ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_AUTO_CREATE_USER,NO_ENGINE_SUBSTITUTION |
 +-----------------------------------------------------------------------------------+
 1 row in set (0.00 sec)
 
 mysql> set sql_mode = sys.list_add(@@sql_mode, 'ANSI_QUOTES');
 Query OK, 0 rows affected (0.06 sec)
 
 mysql> select @@sql_mode;
 +-----------------------------------------------------------------------------------------------+
 | @@sql_mode                                                                                    |
 +-----------------------------------------------------------------------------------------------+
 | ANSI_QUOTES,ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_AUTO_CREATE_USER,NO_ENGINE_SUBSTITUTION |
 +-----------------------------------------------------------------------------------------------+
 1 row in set (0.00 sec)
 
 ",mysql.sys@localhost,utf8mb4,utf8mb4_0900_ai_ci,utf8mb4_0900_ai_ci
list_drop,def,sys,list_drop,FUNCTION,text,65535,65535,,,,utf8mb4,utf8mb4_0900_ai_ci,text,SQL,"BEGIN  IF (in_drop_value IS NULL) THEN SIGNAL SQLSTATE '02200' SET MESSAGE_TEXT = 'Function sys.list_drop: in_drop_value input variable should not be NULL', MYSQL_ERRNO = 1138; END IF;  IF (in_list IS NULL OR LENGTH(in_list) = 0) THEN RETURN in_list; END IF;  RETURN (SELECT TRIM(BOTH ',' FROM REPLACE(REPLACE(CONCAT(',', in_list), CONCAT(',', in_drop_value), ''), CONCAT(', ', in_drop_value), '')));  END",,SQL,SQL,YES,CONTAINS SQL,,INVOKER,2019-10-12 13:29:25,2019-10-12 13:29:25,"ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION","
 Description
 
 Takes a list, and a value to attempt to remove from the list, and returns the resulting list.
 
 Useful for altering certain session variables, like sql_mode or optimizer_switch for instance.
 
 Parameters
 
 in_list (TEXT):
 The comma separated list to drop a value from
 
 in_drop_value (TEXT):
 The value to drop from the input list
 
 Returns
 
 TEXT
 
 Example
 
 mysql> select @@sql_mode;
 +-----------------------------------------------------------------------------------------------+
 | @@sql_mode                                                                                    |
 +-----------------------------------------------------------------------------------------------+
 | ANSI_QUOTES,ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_AUTO_CREATE_USER,NO_ENGINE_SUBSTITUTION |
 +-----------------------------------------------------------------------------------------------+
 1 row in set (0.00 sec)
 
 mysql> set sql_mode = sys.list_drop(@@sql_mode, 'ONLY_FULL_GROUP_BY');
 Query OK, 0 rows affected (0.03 sec)
 
 mysql> select @@sql_mode;
 +----------------------------------------------------------------------------+
 | @@sql_mode                                                                 |
 +----------------------------------------------------------------------------+
 | ANSI_QUOTES,STRICT_TRANS_TABLES,NO_AUTO_CREATE_USER,NO_ENGINE_SUBSTITUTION |
 +----------------------------------------------------------------------------+
 1 row in set (0.00 sec)
 
 ",mysql.sys@localhost,utf8mb4,utf8mb4_0900_ai_ci,utf8mb4_0900_ai_ci
ps_is_account_enabled,def,sys,ps_is_account_enabled,FUNCTION,enum,3,12,,,,utf8mb4,utf8mb4_0900_ai_ci,"enum('YES','NO')",SQL,"BEGIN RETURN IF(EXISTS(SELECT 1 FROM performance_schema.setup_actors WHERE (`HOST` = '%' OR in_host LIKE `HOST`) AND (`USER` = '%' OR `USER` = in_user) AND (`ENABLED` = 'YES') ), 'YES', 'NO' ); END",,SQL,SQL,YES,READS SQL DATA,,INVOKER,2019-10-12 13:29:25,2019-10-12 13:29:25,"ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION","
 Description
 
 Determines whether instrumentation of an account is enabled 
 within Performance Schema.
 
 Parameters
 
 in_host VARCHAR(255): 
 The hostname of the account to check.
 in_user VARCHAR(32):
 The username of the account to check.
 
 Returns
 
 ENUM('YES', 'NO', 'PARTIAL')
 
 Example
 
 mysql> SELECT sys.ps_is_account_enabled('localhost', 'root');
 +------------------------------------------------+
 | sys.ps_is_account_enabled('localhost', 'root') |
 +------------------------------------------------+
 | YES                                            |
 +------------------------------------------------+
 1 row in set (0.01 sec)
 ",mysql.sys@localhost,utf8mb4,utf8mb4_0900_ai_ci,utf8mb4_0900_ai_ci
ps_is_consumer_enabled,def,sys,ps_is_consumer_enabled,FUNCTION,enum,3,12,,,,utf8mb4,utf8mb4_0900_ai_ci,"enum('YES','NO')",SQL,"BEGIN DECLARE v_is_enabled ENUM('YES', 'NO') DEFAULT NULL; DECLARE v_error_msg VARCHAR(128);  IF (in_consumer IS NULL) THEN RETURN NULL; END IF;  SET v_is_enabled = ( SELECT (CASE WHEN c.NAME = 'global_instrumentation' THEN c.ENABLED WHEN c.NAME = 'thread_instrumentation' THEN IF(cg.ENABLED = 'YES' AND c.ENABLED = 'YES', 'YES', 'NO') WHEN c.NAME LIKE '%\_digest'           THEN IF(cg.ENABLED = 'YES' AND c.ENABLED = 'YES', 'YES', 'NO') WHEN c.NAME LIKE '%\_current'          THEN IF(cg.ENABLED = 'YES' AND ct.ENABLED = 'YES' AND c.ENABLED = 'YES', 'YES', 'NO') ELSE IF(cg.ENABLED = 'YES' AND ct.ENABLED = 'YES' AND c.ENABLED = 'YES' AND ( SELECT cc.ENABLED FROM performance_schema.setup_consumers cc WHERE NAME = CONCAT(SUBSTRING_INDEX(c.NAME, '_', 2), '_current') ) = 'YES', 'YES', 'NO') END) AS IsEnabled FROM performance_schema.setup_consumers c INNER JOIN performance_schema.setup_consumers cg INNER JOIN performance_schema.setup_consumers ct WHERE cg.NAME       = 'global_instrumentation' AND ct.NAME   = 'thread_instrumentation' AND c.NAME    = in_consumer );  IF (v_is_enabled IS NOT NULL) THEN RETURN v_is_enabled; ELSE SET v_error_msg = CONCAT('Invalid argument error: ', in_consumer, ' in function sys.ps_is_consumer_enabled.'); SIGNAL SQLSTATE 'HY000' SET MESSAGE_TEXT = v_error_msg, MYSQL_ERRNO  = 3047; END IF; END",,SQL,SQL,YES,READS SQL DATA,,INVOKER,2019-10-12 13:29:25,2019-10-12 13:29:25,"ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION","
 Description
 
 Determines whether a consumer is enabled (taking the consumer hierarchy into consideration)
 within the Performance Schema.
 
 An exception with errno 3047 is thrown if an unknown consumer name is passed to the function.
 A consumer name of NULL returns NULL.
 
 Parameters
 
 in_consumer VARCHAR(64): 
 The name of the consumer to check.
 
 Returns
 
 ENUM('YES', 'NO')
 
 Example
 
 mysql> SELECT sys.ps_is_consumer_enabled('events_stages_history');
 +-----------------------------------------------------+
 | sys.ps_is_consumer_enabled('events_stages_history') |
 +-----------------------------------------------------+
 | NO                                                  |
 +-----------------------------------------------------+
 1 row in set (0.00 sec)
 ",mysql.sys@localhost,utf8mb4,utf8mb4_0900_ai_ci,utf8mb4_0900_ai_ci
