metadata_table_handles_opened,metadata,0,,,,0,,,,,,,,disabled,counter,Number of table handles opened
metadata_table_handles_closed,metadata,0,,,,0,,,,,,,,disabled,counter,Number of table handles closed
metadata_table_reference_count,metadata,0,,,,0,,,,,,,,disabled,counter,Table reference counter
lock_deadlocks,lock,0,,,0,0,,,,2019-10-12 16:29:02,,3495,,enabled,counter,Number of deadlocks
lock_timeouts,lock,0,,,0,0,,,,2019-10-12 16:29:02,,3495,,enabled,counter,Number of lock timeouts
lock_rec_lock_waits,lock,0,,,,0,,,,,,,,disabled,counter,Number of times enqueued into record lock wait queue
lock_table_lock_waits,lock,0,,,,0,,,,,,,,disabled,counter,Number of times enqueued into table lock wait queue
lock_rec_lock_requests,lock,0,,,,0,,,,,,,,disabled,counter,Number of record locks requested
lock_rec_lock_created,lock,0,,,,0,,,,,,,,disabled,counter,Number of record locks created
lock_rec_lock_removed,lock,0,,,,0,,,,,,,,disabled,counter,Number of record locks removed from the lock queue
lock_rec_locks,lock,0,,,,0,,,,,,,,disabled,counter,Current number of record locks on tables
lock_table_lock_created,lock,0,,,,0,,,,,,,,disabled,counter,Number of table locks created
lock_table_lock_removed,lock,0,,,,0,,,,,,,,disabled,counter,Number of table locks removed from the lock queue
lock_table_locks,lock,0,,,,0,,,,,,,,disabled,counter,Current number of table locks on tables
lock_row_lock_current_waits,lock,0,0,,0,0,0,,,2019-10-12 16:29:02,,3495,,enabled,status_counter,Number of row locks currently being waited for (innodb_row_lock_current_waits)
lock_row_lock_time,lock,0,0,,0,0,0,,,2019-10-12 16:29:02,,3495,,enabled,status_counter,"Time spent in acquiring row locks, in milliseconds (innodb_row_lock_time)"
lock_row_lock_time_max,lock,0,0,0,,0,0,0,,2019-10-12 16:29:02,,3495,,enabled,value,"The maximum time to acquire a row lock, in milliseconds (innodb_row_lock_time_max)"
lock_row_lock_waits,lock,0,0,,0,0,0,,,2019-10-12 16:29:02,,3495,,enabled,status_counter,Number of times a row lock had to be waited for (innodb_row_lock_waits)
lock_row_lock_time_avg,lock,0,0,0,,0,0,0,,2019-10-12 16:29:02,,3495,,enabled,value,"The average time to acquire a row lock, in milliseconds (innodb_row_lock_time_avg)"
buffer_pool_size,server,8388608,8388608,8388608,,8388608,8388608,8388608,,2019-10-12 16:29:02,,3495,,enabled,value,Server buffer pool size (all buffer pools) in bytes
buffer_pool_reads,buffer,1925,1925,,0.5507868383404864,1925,1925,,,2019-10-12 16:29:02,,3495,,enabled,status_counter,Number of reads directly from disk (innodb_buffer_pool_reads)
buffer_pool_read_requests,buffer,65582,65582,,18.764520743919885,65582,65582,,,2019-10-12 16:29:02,,3495,,enabled,status_counter,Number of logical read requests (innodb_buffer_pool_read_requests)
buffer_pool_write_requests,buffer,11235,11235,,3.2145922746781115,11235,11235,,,2019-10-12 16:29:02,,3495,,enabled,status_counter,Number of write requests (innodb_buffer_pool_write_requests)
buffer_pool_wait_free,buffer,0,0,,0,0,0,,,2019-10-12 16:29:02,,3495,,enabled,status_counter,Number of times waited for free buffer (innodb_buffer_pool_wait_free)
buffer_pool_read_ahead,buffer,0,0,,0,0,0,,,2019-10-12 16:29:02,,3495,,enabled,status_counter,Number of pages read as read ahead (innodb_buffer_pool_read_ahead)
buffer_pool_read_ahead_evicted,buffer,0,0,,0,0,0,,,2019-10-12 16:29:02,,3495,,enabled,status_counter,Read-ahead pages evicted without being accessed (innodb_buffer_pool_read_ahead_evicted)
buffer_pool_pages_total,buffer,512,512,512,,512,512,512,,2019-10-12 16:29:02,,3495,,enabled,value,Total buffer pool size in pages (innodb_buffer_pool_pages_total)
buffer_pool_pages_misc,buffer,12,12,12,,12,12,12,,2019-10-12 16:29:02,,3495,,enabled,value,Buffer pages for misc use such as row locks or the adaptive hash index (innodb_buffer_pool_pages_misc)
buffer_pool_pages_data,buffer,256,256,256,,256,256,256,,2019-10-12 16:29:02,,3495,,enabled,value,Buffer pages containing data (innodb_buffer_pool_pages_data)
buffer_pool_bytes_data,buffer,4194304,4194304,4194304,,4194304,4194304,4194304,,2019-10-12 16:29:02,,3495,,enabled,value,Buffer bytes containing data (innodb_buffer_pool_bytes_data)
buffer_pool_pages_dirty,buffer,1,1,1,,1,1,1,,2019-10-12 16:29:02,,3495,,enabled,value,Buffer pages currently dirty (innodb_buffer_pool_pages_dirty)
buffer_pool_bytes_dirty,buffer,16384,16384,16384,,16384,16384,16384,,2019-10-12 16:29:02,,3495,,enabled,value,Buffer bytes currently dirty (innodb_buffer_pool_bytes_dirty)
buffer_pool_pages_free,buffer,244,244,244,,244,244,244,,2019-10-12 16:29:02,,3495,,enabled,value,Buffer pages currently free (innodb_buffer_pool_pages_free)
buffer_pages_created,buffer,255,255,,0.07296137339055794,255,255,,,2019-10-12 16:29:02,,3495,,enabled,status_counter,Number of pages created (innodb_pages_created)
buffer_pages_written,buffer,944,944,,0.2701001430615165,944,944,,,2019-10-12 16:29:02,,3495,,enabled,status_counter,Number of pages written (innodb_pages_written)
buffer_pages_read,buffer,1925,1925,,0.5507868383404864,1925,1925,,,2019-10-12 16:29:02,,3495,,enabled,status_counter,Number of pages read (innodb_pages_read)
buffer_data_reads,buffer,31691776,31691776,,9067.747067238914,31691776,31691776,,,2019-10-12 16:29:02,,3495,,enabled,status_counter,Amount of data read in bytes (innodb_data_reads)
buffer_data_written,buffer,30007296,30007296,,8585.778540772531,30007296,30007296,,,2019-10-12 16:29:02,,3495,,enabled,status_counter,Amount of data written in bytes (innodb_data_written)
buffer_flush_batch_scanned,buffer,0,,,,0,,,,,,,,disabled,set_owner,Total pages scanned as part of flush batch
buffer_flush_batch_num_scan,buffer,0,,,,0,,,,,,,,disabled,set_member,Number of times buffer flush list flush is called
buffer_flush_batch_scanned_per_call,buffer,0,,,,0,,,,,,,,disabled,set_member,Pages scanned per flush batch scan
buffer_flush_batch_total_pages,buffer,0,,,,0,,,,,,,,disabled,set_owner,Total pages flushed as part of flush batch
buffer_flush_batches,buffer,0,,,,0,,,,,,,,disabled,set_member,Number of flush batches
buffer_flush_batch_pages,buffer,0,,,,0,,,,,,,,disabled,set_member,Pages queued as a flush batch
buffer_flush_neighbor_total_pages,buffer,0,,,,0,,,,,,,,disabled,set_owner,Total neighbors flushed as part of neighbor flush
buffer_flush_neighbor,buffer,0,,,,0,,,,,,,,disabled,set_member,Number of times neighbors flushing is invoked
buffer_flush_neighbor_pages,buffer,0,,,,0,,,,,,,,disabled,set_member,Pages queued as a neighbor batch
buffer_flush_n_to_flush_requested,buffer,0,,,,0,,,,,,,,disabled,counter,Number of pages requested for flushing.
buffer_flush_n_to_flush_by_age,buffer,0,,,,0,,,,,,,,disabled,counter,Number of pages targeted by LSN Age for flushing.
buffer_flush_adaptive_avg_time_slot,buffer,0,,,,0,,,,,,,,disabled,counter,Avg time (ms) spent for adaptive flushing recently per slot.
buffer_LRU_batch_flush_avg_time_slot,buffer,0,,,,0,,,,,,,,disabled,counter,Avg time (ms) spent for LRU batch flushing recently per slot.
buffer_flush_adaptive_avg_time_thread,buffer,0,,,,0,,,,,,,,disabled,counter,Avg time (ms) spent for adaptive flushing recently per thread.
buffer_LRU_batch_flush_avg_time_thread,buffer,0,,,,0,,,,,,,,disabled,counter,Avg time (ms) spent for LRU batch flushing recently per thread.
buffer_flush_adaptive_avg_time_est,buffer,0,,,,0,,,,,,,,disabled,counter,Estimated time (ms) spent for adaptive flushing recently.
buffer_LRU_batch_flush_avg_time_est,buffer,0,,,,0,,,,,,,,disabled,counter,Estimated time (ms) spent for LRU batch flushing recently.
buffer_flush_avg_time,buffer,0,,,,0,,,,,,,,disabled,counter,Avg time (ms) spent for flushing recently.
buffer_flush_adaptive_avg_pass,buffer,0,,,,0,,,,,,,,disabled,counter,Number of adaptive flushes passed during the recent Avg period.
buffer_LRU_batch_flush_avg_pass,buffer,0,,,,0,,,,,,,,disabled,counter,Number of LRU batch flushes passed during the recent Avg period.
buffer_flush_avg_pass,buffer,0,,,,0,,,,,,,,disabled,counter,Number of flushes passed during the recent Avg period.
buffer_LRU_get_free_loops,buffer,0,,,,0,,,,,,,,disabled,counter,Total loops in LRU get free.
buffer_LRU_get_free_waits,buffer,0,,,,0,,,,,,,,disabled,counter,Total sleep waits in LRU get free.
buffer_flush_avg_page_rate,buffer,0,,,,0,,,,,,,,disabled,counter,Average number of pages at which flushing is happening
buffer_flush_lsn_avg_rate,buffer,0,,,,0,,,,,,,,disabled,counter,Average redo generation rate
buffer_flush_pct_for_dirty,buffer,0,,,,0,,,,,,,,disabled,counter,Percent of IO capacity used to avoid max dirty page limit
buffer_flush_pct_for_lsn,buffer,0,,,,0,,,,,,,,disabled,counter,Percent of IO capacity used to avoid reusable redo space limit
buffer_flush_sync_waits,buffer,0,,,,0,,,,,,,,disabled,counter,Number of times a wait happens due to sync flushing
buffer_flush_adaptive_total_pages,buffer,0,,,,0,,,,,,,,disabled,set_owner,Total pages flushed as part of adaptive flushing
buffer_flush_adaptive,buffer,0,,,,0,,,,,,,,disabled,set_member,Number of adaptive batches
buffer_flush_adaptive_pages,buffer,0,,,,0,,,,,,,,disabled,set_member,Pages queued as an adaptive batch
buffer_flush_sync_total_pages,buffer,0,,,,0,,,,,,,,disabled,set_owner,Total pages flushed as part of sync batches
buffer_flush_sync,buffer,0,,,,0,,,,,,,,disabled,set_member,Number of sync batches
buffer_flush_sync_pages,buffer,0,,,,0,,,,,,,,disabled,set_member,Pages queued as a sync batch
buffer_flush_background_total_pages,buffer,0,,,,0,,,,,,,,disabled,set_owner,Total pages flushed as part of background batches
buffer_flush_background,buffer,0,,,,0,,,,,,,,disabled,set_member,Number of background batches
buffer_flush_background_pages,buffer,0,,,,0,,,,,,,,disabled,set_member,Pages queued as a background batch
buffer_LRU_batch_scanned,buffer,0,,,,0,,,,,,,,disabled,set_owner,Total pages scanned as part of LRU batch
buffer_LRU_batch_num_scan,buffer,0,,,,0,,,,,,,,disabled,set_member,Number of times LRU batch is called
buffer_LRU_batch_scanned_per_call,buffer,0,,,,0,,,,,,,,disabled,set_member,Pages scanned per LRU batch call
buffer_LRU_batch_flush_total_pages,buffer,0,,,,0,,,,,,,,disabled,set_owner,Total pages flushed as part of LRU batches
buffer_LRU_batches_flush,buffer,0,,,,0,,,,,,,,disabled,set_member,Number of LRU batches
buffer_LRU_batch_flush_pages,buffer,0,,,,0,,,,,,,,disabled,set_member,Pages queued as an LRU batch
buffer_LRU_batch_evict_total_pages,buffer,0,,,,0,,,,,,,,disabled,set_owner,Total pages evicted as part of LRU batches
buffer_LRU_batches_evict,buffer,0,,,,0,,,,,,,,disabled,set_member,Number of LRU batches
buffer_LRU_batch_evict_pages,buffer,0,,,,0,,,,,,,,disabled,set_member,Pages queued as an LRU batch
buffer_LRU_single_flush_scanned,buffer,0,,,,0,,,,,,,,disabled,set_owner,Total pages scanned as part of single page LRU flush
buffer_LRU_single_flush_num_scan,buffer,0,,,,0,,,,,,,,disabled,set_member,Number of times single page LRU flush is called
buffer_LRU_single_flush_scanned_per_call,buffer,0,,,,0,,,,,,,,disabled,set_member,Page scanned per single LRU flush
buffer_LRU_single_flush_failure_count,Buffer,0,,,,0,,,,,,,,disabled,counter,Number of times attempt to flush a single page from LRU failed
buffer_LRU_get_free_search,Buffer,0,,,,0,,,,,,,,disabled,counter,Number of searches performed for a clean page
buffer_LRU_search_scanned,buffer,0,,,,0,,,,,,,,disabled,set_owner,Total pages scanned as part of LRU search
buffer_LRU_search_num_scan,buffer,0,,,,0,,,,,,,,disabled,set_member,Number of times LRU search is performed
